image_name,train_type,mask_name
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/Kvasir/images_1024/cju0u82z3cuma0835wlxrnrjv.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/Kvasir/masks_1024/cju0u82z3cuma0835wlxrnrjv.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/Kvasir/images_1024/cju1amqw6p8pw0993d9gc5crl.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/Kvasir/masks_1024/cju1amqw6p8pw0993d9gc5crl.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/Kvasir/images_1024/cju1bm8063nmh07996rsjjemq.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/Kvasir/masks_1024/cju1bm8063nmh07996rsjjemq.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/Kvasir/images_1024/cju1c3218411b08014g9f6gig.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/Kvasir/masks_1024/cju1c3218411b08014g9f6gig.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/Kvasir/images_1024/cju1cbokpuiw70988j4lq1fpi.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/Kvasir/masks_1024/cju1cbokpuiw70988j4lq1fpi.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/Kvasir/images_1024/cju1cj3f0qi5n0993ut8f49rj.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/Kvasir/masks_1024/cju1cj3f0qi5n0993ut8f49rj.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/Kvasir/images_1024/cju1cqc7n4gpy0855jt246k68.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/Kvasir/masks_1024/cju1cqc7n4gpy0855jt246k68.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/Kvasir/images_1024/cju1ddr6p4k5z08780uuuzit2.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/Kvasir/masks_1024/cju1ddr6p4k5z08780uuuzit2.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/Kvasir/images_1024/cju1f8w0t65en0799m9oacq0q.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/Kvasir/masks_1024/cju1f8w0t65en0799m9oacq0q.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/Kvasir/images_1024/cju1h89h6xbnx08352k2790o9.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/Kvasir/masks_1024/cju1h89h6xbnx08352k2790o9.png
