image_name,train_type,mask_name
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/1.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/1.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/2.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/2.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/3.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/3.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/4.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/4.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/5.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/5.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/6.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/6.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/7.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/7.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/8.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/8.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/9.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/9.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/10.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/10.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/11.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/11.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/12.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/12.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/13.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/13.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/14.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/14.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/15.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/15.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/16.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/16.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/17.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/17.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/18.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/18.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/19.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/19.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/20.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/20.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/21.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/21.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/22.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/22.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/23.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/23.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/24.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/24.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/25.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/25.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/26.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/26.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/27.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/27.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/28.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/28.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/29.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/29.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/30.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/30.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/31.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/31.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/32.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/32.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/33.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/33.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/34.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/34.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/35.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/35.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/36.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/36.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/images_1024/37.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/ETIS-LaribPolypDB/masks_1024/37.png
