image_name,train_type,mask_name
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/images_1024/14.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/masks_1024/14.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/images_1024/21.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/masks_1024/21.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/images_1024/25.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/masks_1024/25.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/images_1024/31.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/masks_1024/31.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/images_1024/42.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/masks_1024/42.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/images_1024/50.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/masks_1024/50.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/images_1024/52.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/masks_1024/52.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/images_1024/61.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/masks_1024/61.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/images_1024/65.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/masks_1024/65.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/images_1024/66.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/masks_1024/66.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/images_1024/73.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/masks_1024/73.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/images_1024/80.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/masks_1024/80.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/images_1024/89.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/masks_1024/89.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/images_1024/100.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/masks_1024/100.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/images_1024/106.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/masks_1024/106.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/images_1024/119.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/masks_1024/119.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/images_1024/134.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/masks_1024/134.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/images_1024/148.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/masks_1024/148.png
/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/images_1024/154.png,val,/mnt/DATA-1/SAM_GROUP/Datasets/polyp/TestDataset/CVC-ClinicDB/masks_1024/154.png
