image_name,train_type,mask_name
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/1.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/1.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/2.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/2.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/3.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/3.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/4.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/4.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/5.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/5.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/6.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/6.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/7.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/7.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/8.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/8.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/9.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/9.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/10.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/10.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/11.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/11.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/12.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/12.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/13.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/13.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/15.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/15.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/16.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/16.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/17.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/17.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/18.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/18.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/19.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/19.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/20.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/20.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/22.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/22.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/23.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/23.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/24.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/24.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/26.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/26.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/27.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/27.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/28.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/28.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/29.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/29.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/30.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/30.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/32.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/32.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/33.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/33.png
/home/sifan2/Datasets/polyp/TrainDataset/images_1024/34.png,train,/home/sifan2/Datasets/polyp/TrainDataset/masks_1024/34.png
